id,name,town,county,lat,long,description,website,category,sensitivity
150,Great Chalfield Manor and Garden,near Melksham,Wiltshire,51.368198,-2.19942,Charming fifteenth-century manor house with Arts and Crafts garden,https://www.nationaltrust.org.uk/visit/wiltshire/great-chalfield-manor-and-garden,Historic houses/mansions,3
97,The Courts Garden,near Bradford on Avon,Wiltshire,51.354401,-2.20101,Delightful English country garden,https://www.nationaltrust.org.uk/visit/wiltshire/the-courts-garden,Historic houses/mansions,3
5106,May Hill,Near Huntley,Gloucestershire,51.888107,-2.4431175,Wild and open landmark crowned with a distinctive row of pine trees,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/may-hill,Castles,4
6189,Winster Market House,Winster,Derbyshire,53.14169,-1.639948,The first property to be acquired by the National Trust in the Peak District,https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/winster-market-house,Historic houses/mansions,3
4510,"Ilam Park, Dovedale and the White Peak",Ashbourne,Staffordshire,53.052624,-1.805627,"The White Peak, including Ilam Park, Dovedale, and Hamps and Manifold Valleys",https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/ilam-park-dovedale-and-the-white-peak,Parks and open spaces,3
55,Brockhampton,near Bromyard,Herefordshire,52.1991,-2.4569,Traditionally farmed estate and medieval manor house. Brockhampton is home to the largest orchard cared for by the National Trust.,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/brockhampton,Historic houses/mansions,3
111,Dudmaston,near Bridgnorth,Shropshire,52.495701,-2.36803,A working estate with an old family home at its heart,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/dudmaston,Historic houses/mansions,3
204,Little Clarendon,Salisbury,Wiltshire,51.0839,-1.97897,Late 15th-century stone house and chapel,https://www.nationaltrust.org.uk/visit/wiltshire/little-clarendon,Churches,4
261,Dinton Park and Philipps House,Salisbury,Wiltshire,51.0849,-1.98937,Enjoy far-reaching rolling parkland with tranquil views in the grounds of a Neo-Grecian house. ,https://www.nationaltrust.org.uk/visit/wiltshire/dinton-park-and-philipps-house,Parks and open spaces,3
5063,Borthwood Copse,near Winford,Isle of Wight,50.656034,-1.1999137,Paths wind through ancient oak woodland with sunny glades,https://www.nationaltrust.org.uk/visit/isle-of-wight/borthwood-copse,Forests/Woodlands,5
900043,Comer Woods Dudmaston Estate,Bridgnorth,Shropshire,52.5072532,-2.3811784,"A working woodland for nature, people and wildlife",https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/dudmaston-estate-comer-woods,Forests/Woodlands,5
6104,Hawksmoor,Cheadle,Staffordshire,52.995079,-1.943121,Discover Staffordshire's secret woodlands,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/hawksmoor,Forests/Woodlands,5
119,Dyrham Park,near Bath,South Gloucestershire,51.4805,-2.3629,"Ancient parkland, 17th-century house and garden",https://www.nationaltrust.org.uk/visit/bath-bristol/dyrham-park,Parks and open spaces,3
6004,Newtown National Nature Reserve and Old Town Hall,Newtown,Isle of Wight,50.713617,-1.4014146,"A quiet backwater with a busy Medieval past, now bursting with wildlife and a town hall with no town...",https://www.nationaltrust.org.uk/visit/isle-of-wight/newtown-national-nature-reserve-and-old-town-hall,Historic houses/mansions,3
900039,Bathampton Meadows,,Bath and NE Somerset,51.4021025,-2.3207801,Green corridor linking the historic city of Bath to the countryside,https://www.nationaltrust.org.uk/visit/bath-bristol/bathampton-meadows,Historic houses/mansions,3
364,Westwood Manor,near Bradford-on-Avon,Wiltshire,51.329399,-2.27024,Fifteenth-century stone manor house,https://www.nationaltrust.org.uk/visit/wiltshire/westwood-manor,Historic houses/mansions,3
6132,New Forest Northern Commons,,Hampshire,50.873754,-1.7679058,"A colourful mosaic of blooming heather and gorse, braided wetlands and ancient woodland pasture",https://www.nationaltrust.org.uk/visit/hampshire/new-forest-northern-commons,Forests/Woodlands,5
5055,Bath Skyline,South East of the city of Bath,Bath and NE Somerset,51.3808819,-2.345693,Wide open space overlooking the World Heritage City of Bath,https://www.nationaltrust.org.uk/visit/bath-bristol/bath-skyline,Parks and open spaces,3
5148,Ventnor Downs,Wroxall,Isle of Wight,50.603989,-1.197933,Dramatic views from the highest point on the Island,https://www.nationaltrust.org.uk/visit/isle-of-wight/ventnor-downs,Historic houses/mansions,3
270,Prior Park Landscape Garden,Bath,Somerset,51.367298,-2.34352,Beautiful and intimate 18th-century landscape garden in Bath with one of only four Palladian bridges found in the world.,https://www.nationaltrust.org.uk/visit/bath-bristol/prior-park-landscape-garden,Castles,4
5073,Chillerton Down,,Isle of Wight,50.64444,-1.3207304,An impressive flank of open downland,https://www.nationaltrust.org.uk/visit/isle-of-wight/chillerton-down,Historic houses/mansions,3
25,Bath Assembly Rooms,Bath,Somerset,51.385799,-2.36123,Elegant public rooms at the heart of fashionable eighteenth-century Bath life,https://www.nationaltrust.org.uk/visit/bath-bristol/bath-assembly-rooms,Pubs,2
6109,Cley Hill,Warminster,Wiltshire,51.20299,-2.232584,Distinctive landmark rich in wildlife and archaeology with a tremendous panorama,https://www.nationaltrust.org.uk/visit/wiltshire/cley-hill,Historic houses/mansions,3
5234,Downs Banks,Near Stone,Staffordshire,52.927613,-2.150201,A little wilderness of woodlands and heath in the heart of the Midlands,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/downs-banks,Forests/Woodlands,5
233,Mottistone Gardens and Estate,near Brighstone,Isle of Wight,50.652447,-1.4283997,Enchanting gardens set in a sheltered valley and surrounded by rolling downland,https://www.nationaltrust.org.uk/visit/isle-of-wight/mottistone-gardens-and-estate,Historic houses/mansions,3
5078,Compton Bay and Downs,,Isle of Wight,50.655106,-1.4664884,One of the Island's favourite beaches and biggest expanses of open downland,https://www.nationaltrust.org.uk/visit/isle-of-wight/compton-bay-and-downs,Coastline,5
213,"Longshaw, Burbage and the Eastern Moors",near Sheffield,Derbyshire,53.316263,-1.600686,Excellent walking country with ancient woods and tumbling streams,https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/longshaw-burbage-and-the-eastern-moors,Forests/Woodlands,5
5132,St Catherine's Down and Knowles Farm,Blackgang,Isle of Wight,50.58043,-1.3028374,"A wild rocky coast with jutting cliffs, a windswept down and sheltered wooded valley",https://www.nationaltrust.org.uk/visit/isle-of-wight/st-catherines-down-and-knowles-farm,Forests/Woodlands,5
5141,The Needles Headland and Tennyson Down,,Isle of Wight,50.668967,-1.5420824,"Beautiful open downland,sheer chalk cliffs and dramatic sea views",https://www.nationaltrust.org.uk/visit/isle-of-wight/the-needles-headland-and-tennyson-down,Coastline,5
30,Benthall Hall,Broseley,Shropshire,52.6208,-2.50303,A family home for 500 years,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/benthall-hall,Historic houses/mansions,3
237,The Needles Old Battery and New Battery,Alum Bay,Isle of Wight,50.666543,-1.5658388,Victorian coastal defence and secret rocket testing site perched high above the Needles Rocks,https://www.nationaltrust.org.uk/visit/isle-of-wight/the-needles-old-battery-and-new-battery,Coastline,5
6113,Win Green,Near Ludwell,Wiltshire,50.985132,-2.108106,Prominent landmark with fine views,https://www.nationaltrust.org.uk/visit/wiltshire/win-green,Industrial buildings,3
69,The Kymin,Monmouth,Monmouthshire,51.809101,-2.68323,"Charming 18th-century Round House and Naval Temple | Tŷ crwn hyfryd a Theml Forol o'r 18fed ganrif,",https://www.nationaltrust.org.uk/visit/wales/the-kymin,Historic houses/mansions,3
6208,Wenlock Edge,,Shropshire,52.5915,-2.57391,An 18 mile limestone escarpment,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/wenlock-edge,Historic houses/mansions,3
325,Sunnycroft,Telford,Shropshire,52.6955,-2.5167,"A comfortable home telling the story of a brewer, a widow and three generations of the Lander family",https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/sunnycroft,Historic houses/mansions,3
31,Berrington Hall,near Leominster,Herefordshire,52.269501,-2.71427,Georgian grandeur on a human scale; neoclassical mansion by Henry Holland set in 'Capability' Brown's final landscape and gardens,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/berrington-hall,Historic houses/mansions,3
317,Stourhead,near Mere,Wiltshire,51.1053226,-2.3177039,Palladian house and world-famous landscape garden,https://www.nationaltrust.org.uk/visit/wiltshire/stourhead,Historic houses/mansions,3
5292,Fontmell and Melbury Downs,Near Shaftesbury,Dorset,50.967604,-2.163719,Open expanses of flowery downland and far-reaching views,https://www.nationaltrust.org.uk/visit/dorset/fontmell-and-melbury-downs,Historic houses/mansions,3
36,Blaise Hamlet,Henbury,Bristol,51.5061,-2.63912,Nine rustic cottages around a green,https://www.nationaltrust.org.uk/visit/bath-bristol/blaise-hamlet,Cottages,2
900019,Alfred's Tower,,,51.114861,-2.365026,Triangular tower named after King Alfred who raised his standard here in 870,https://www.nationaltrust.org.uk/visit/wiltshire/king-alfreds-tower,Historic houses/mansions,3
372,Wilderhope Manor,Much Wenlock,Shropshire,52.529301,-2.6725,Elizabethan gabled manor house,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/wilderhope-manor,Historic houses/mansions,3
301,Skenfrith Castle,near Abergavenny,Monmouthshire,51.8778,-2.78942,Remains of an early 13th-century fortress,https://www.nationaltrust.org.uk/visit/wales/skenfrith-castle,Castles,4
5100,Leigh Woods,near Bristol,Bristol,51.454221,-2.641826,A wilderness of tranquility set against Brunel's famous suspension bridge,https://www.nationaltrust.org.uk/visit/bath-bristol/leigh-woods,Historic houses/mansions,3
32,Biddulph Grange Garden,Biddulph,Staffordshire,53.129601,-2.15629,"A masterpiece of Victorian garden design - a quirky, playful paradise",https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/biddulph-grange-garden,Historic houses/mansions,3
356,The Weir Garden,Hereford,Herefordshire,52.072899,-2.82203,Escape to this spectacular riverside garden and be absorbed by natural beauty. ,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/the-weir-garden,Historic houses/mansions,3
191,Kingston Lacy,Wimborne Minster,Dorset,50.81095,-2.0317977,A lavish family home re-imagined as a Venetian Palace in the rural Dorset countryside.,https://www.nationaltrust.org.uk/visit/dorset/kingston-lacy,Historic houses/mansions,3
4509,"Kinder, Edale and the High Peak",,Derbyshire,53.3458,-1.8156,"Heather-clad moors of Kinder, to the gritstone tors of Derwent Edge",https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/kinder-edale-and-the-high-peak,Moors/Hills,4
900013,Badbury Rings,,,50.827095,-2.0582113,Iron Age hillfort home to protected wildlife,https://www.nationaltrust.org.uk/visit/dorset/badbury-rings,Moors/Hills,4
99,Croft Castle and Parkland,near Leominster,Herefordshire,52.284199,-2.79835,"1000 years of power, politics and pleasure in an intimate family home",https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/croft-castle-and-parkland,Historic houses/mansions,3
219,Maister House,Hull,East Yorkshire,53.743301,-0.32944,Grade 1 listed 18th-century merchant's house,https://www.nationaltrust.org.uk/visit/yorkshire/maister-house,Historic houses/mansions,3
366,White Mill,near Wimborne Minster,Dorset,50.805087,-2.0610352,Corn mill with original wooden machinery in a peaceful riverside setting,https://www.nationaltrust.org.uk/visit/dorset/white-mill,Mills,3
6204,Hambledon Hill,,Dorset,50.911692,-2.22182,Iron Age hill fort with far reaching views and spectacular wildflowers,https://www.nationaltrust.org.uk/visit/dorset/hambledon-hill,Moors/Hills,4
18,Attingham Park,Shrewsbury,Shropshire,52.685842,-2.671193,An 18th-century estate for all seasons with 200 acres of parkland and Regency Mansion,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/attingham-park,Historic houses/mansions,3
206,Little Moreton Hall,Congleton,Cheshire,53.126499,-2.24874,Iconic Tudor Manor House with wonky angles and quirky character,https://www.nationaltrust.org.uk/visit/cheshire-greater-manchester/little-moreton-hall,Historic houses/mansions,3
2362,Tyntesfield,Bristol,North Somerset,51.4485,-2.71889,"An ornate Victorian Gothic Revival house with extensive garden and parkland, just a stone's throw from Bristol",https://www.nationaltrust.org.uk/visit/bath-bristol/tyntesfield,Parks and open spaces,3
2507,Attingham Park Estate: Cronkhill,Shrewsbury,Shropshire,52.669399,-2.68733,One of the first and finest examples of John Nash's Italianate villa designs,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/attingham-park-estate-cronkhill,Historic houses/mansions,3
5404,Hod Hill,Nr Blandford Forum,Dorset,50.875819,-2.203193,Dorset's largest hill fort renowned for its downland wildlife,https://www.nationaltrust.org.uk/visit/dorset/hod-hill,Moors/Hills,4
90008,Wentworth Castle Gardens,Barnsley,South Yorkshire,53.527001,-1.5181156,"Glorious gardens, woodland and parkland, created for the privileged few and preserved for everyone to enjoy",https://www.nationaltrust.org.uk/visit/yorkshire/wentworth-castle-gardens,Forests/Woodlands,5
54,Brownsea Island,Poole,Dorset,50.6884,-1.95622,"Famous for red squirrels, wildlife and Scouting",https://www.nationaltrust.org.uk/visit/dorset/brownsea-island,Castles,4
63,Carding Mill Valley and the Long Mynd,,Shropshire,52.5448,-2.82018,"Take a walk across the wildlife-rich heathland and enjoy the views across the Shropshire Hills, or simply play in the stream in the valley.",https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/carding-mill-valley-and-the-long-mynd,Moors/Hills,4
5070,Cadbury Camp,Nr Clevedon,North Somerset,51.4479,-2.78711,Iron Age hill fort on the ridge above the village of Tickenham in North Somerset,https://www.nationaltrust.org.uk/visit/somerset/cadbury-camp,Moors/Hills,4
320,Studland Bay,near Swanage,Dorset,50.651732,-1.953806,Vast area of sandy beaches and heathland,https://www.nationaltrust.org.uk/visit/dorset/studland-bay,Coastline,5
332,Attingham Park Estate: Town Walls Tower,Shrewsbury,Shropshire,52.705002,-2.75512,Shrewsbury's last remaining watchtower,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/attingham-park-estate-town-walls-tower,Historic houses/mansions,3
215,Lyme,Stockport,Cheshire,53.337002,-2.05322,"Glorious house, surrounded by gardens, moorland and deer park",https://www.nationaltrust.org.uk/visit/cheshire-greater-manchester/lyme,Moors/Hills,4
5177,Mendip Hills,,,51.296276,-2.721176,Dramatic gorges and ancient woodland rising above the Somerset Levels,https://www.nationaltrust.org.uk/visit/somerset/mendip-hills,Forests/Woodlands,5
84,Clevedon Court,Clevedon,North Somerset,51.439657,-2.831597,Medieval manor house and 18th-century terraced garden with wide views of the Mendip Hills,https://www.nationaltrust.org.uk/visit/bath-bristol/clevedon-court,Historic houses/mansions,3
166,Hare Hill,Macclesfield,Cheshire,53.28368,-2.188858,"A tranquil wooded garden, surrounded by historic parkland, with a delightful walled garden at its heart.",https://www.nationaltrust.org.uk/visit/cheshire-greater-manchester/hare-hill,Kitchen gardens,3
241,Nostell,near Wakefield,West Yorkshire,53.652599,-1.38881,"Georgian treasure house, landscaped gardens, parkland and stables courtyard.",https://www.nationaltrust.org.uk/visit/yorkshire/nostell,Historic landscaped gardens,4
4512,Cheddar Gorge,Cheddar,Somerset,51.28534,-2.764218,Discover the heights of Somerset's famous Cheddar Gorge,https://www.nationaltrust.org.uk/visit/somerset/cheddar-gorge,Castles,4
473,Alderley Edge and Cheshire Countryside,Macclesfield,Cheshire,53.296501,-2.21235,"Dramatic red sandstone escarpment, with impressive views",https://www.nationaltrust.org.uk/visit/cheshire-greater-manchester/alderley-edge-and-cheshire-countryside,Historic houses/mansions,3
238,Nether Alderley Mill,Macclesfield,Cheshire,53.281101,-2.23655,"Concealed under the long sloping roof of this medieval building is a fully restored, working corn mill.",https://www.nationaltrust.org.uk/visit/cheshire-greater-manchester/nether-alderley-mill,Mills,3
94,Corfe Castle,Wareham,Dorset,50.64013,-2.0588,Thousand-year-old royal castle shaped by warfare,https://www.nationaltrust.org.uk/visit/dorset/corfe-castle,Castles,4
5287,Spyway,near Swanage,Dorset,50.6065,-2.005599,Towering sea cliffs and grasslands rich in wild flowers,https://www.nationaltrust.org.uk/visit/dorset/spyway,Coastline,5
143,Glastonbury Tor,near Glastonbury,Somerset,51.143368,-2.707853,"Prominent hill overlooking the Isle of Avalon, Glastonbury and Somerset",https://www.nationaltrust.org.uk/visit/somerset/glastonbury-tor,Industrial buildings,3
190,King John's Hunting Lodge,Axbridge,Somerset,51.2864,-2.82384,Wool-merchant's house of circa 1500,https://www.nationaltrust.org.uk/visit/somerset/king-johns-hunting-lodge,Castles,4
6010,Sugar Loaf and Usk Valley,Abergavenny,Monmouthshire,51.844095,-3.062519,"Iconic mountains, rich countryside and a sweeping 18th century landscaped park ",https://www.nationaltrust.org.uk/visit/wales/sugar-loaf-skirrid-and-usk-valley,Parks and open spaces,3
85,Clouds Hill,near Wareham,Dorset,50.717878,-2.251675,The rural retreat of T. E. Lawrence,https://www.nationaltrust.org.uk/visit/dorset/clouds-hill,Castles,4
272,Quarry Bank,Wilmslow,Cheshire,53.345158,-2.240885,"One of Britain's greatest industrial heritage sites, set in picturesque gardens and countryside ",https://www.nationaltrust.org.uk/visit/cheshire-greater-manchester/quarry-bank,Historic houses/mansions,3
218,Lytes Cary Manor,near Somerton,Somerset,51.037258,-2.667,Intimate manor house with Arts and Crafts-style garden. ,https://www.nationaltrust.org.uk/visit/somerset/lytes-cary-manor,Historic houses/mansions,3
4524,Tredegar House,Newport,,51.561601,-3.028106,"A place shaped by the local community, Tredegar House and its surrounding gardens and parkland stand proudly at the heart of Newport’s heritage. Mae Tŷ Tredegar a’i erddi a’i barcdir amgylchynol, lleoliad sydd wedi’i siapio gan y gymuned leol, yn sefyll yn falch wrth galon treftadaeth Casnewydd. ",https://www.nationaltrust.org.uk/visit/wales/tredegar-house,Parks and open spaces,3
6238,Sand Point,Weston-super-Mare,Somerset,51.388837,-2.963809,"A natural pier into the Bristol Channel, north of Weston-super-Mare and Brean Down. Perfect for picnics; views across Sand Bay.",https://www.nationaltrust.org.uk/visit/somerset/sand-point,Castles,4
5072,Cerne Giant,Cerne Abbas,Dorset,50.812979,-2.475441,Ancient naked figure sculpted into the chalk hillside above Cerne Abbas,https://www.nationaltrust.org.uk/visit/dorset/cerne-giant,Moors/Hills,4
168,Hardy's Cottage,near Dorchester,Dorset,50.731308,-2.386136,Evocative cob and thatch cottage - birthplace of Thomas Hardy,https://www.nationaltrust.org.uk/visit/dorset/hardys-cottage,Cottages,2
327,Tatton Park,Knutsford,Cheshire,53.327599,-2.37039,"An historical estate with a neo-classical mansion, 50 acres of landscaped gardens, 1000 acres of deer park, a rare breed farm and medieval Old Hall.",https://www.nationaltrust.org.uk/visit/cheshire-greater-manchester/tatton-park,Historic houses/mansions,3
331,Tintinhull Garden,Yeovil,Somerset,50.97485,-2.710639,"A place of floral beauty, tranquillity and innovation - a gardener's garden paradise.",https://www.nationaltrust.org.uk/visit/somerset/tintinhull-garden,Pubs,2
313,Stembridge Tower Mill,High Ham,Somerset,51.071268,-2.810663,The last remaining thatched windmill in England,https://www.nationaltrust.org.uk/visit/somerset/stembridge-tower-mill,Cottages,2
223,Marsden Moor,Marsden,West Yorkshire,53.601845,-1.93045,Take a walk on the wild side and enjoy the rugged moorland landscape.,https://www.nationaltrust.org.uk/visit/yorkshire/marsden-moor,Moors/Hills,4
2365,Brean Down,Brean,Somerset,51.324402,-3.01443,A natural pier with dramatic cliffs and Victorian fort,https://www.nationaltrust.org.uk/visit/somerset/brean-down,Coastline,5
221,"Hardy's House, Max Gate",Dorchester,Dorset,50.707901,-2.419803,Atmospheric Victorian home designed by Thomas Hardy,https://www.nationaltrust.org.uk/visit/dorset/hardys-house-max-gate,Castles,4
228,Montacute House,,Somerset,50.950569,-2.715212,"A masterpiece of Elizabethan Renaissance architecture and design, with towering walls of glass, glowing ham stone and surrounding garden. While the upper floors of the house will remain closed for 2024 there is plenty to see on the ground floor, and in the garden and parkland.",https://www.nationaltrust.org.uk/visit/somerset/montacute-house,Parks and open spaces,3
268,"Priest's House, Muchelney",Langport,Somerset,51.021042,-2.815183,Late medieval hall-house in a picturesque village,https://www.nationaltrust.org.uk/visit/somerset/priests-house-muchelney,Historic houses/mansions,3
314,Stoke-sub-Hamdon Priory,Stoke-sub-Hamdon,Somerset,50.953933,-2.750884,"14th/15th-century farm buildings, formerly a priest's residence",https://www.nationaltrust.org.uk/visit/somerset/stoke-sub-hamdon-priory,Farmland,3
334,"Treasurer's House, Martock",Martock,Somerset,50.968954,-2.768038,Small medieval house,https://www.nationaltrust.org.uk/visit/somerset/treasurers-house-martock,Historic houses/mansions,3
112,Dunham Massey,Altrincham,,53.3832,-2.4045,"A garden for all seasons, an ancient deer park and a house filled with treasures and stories.",https://www.nationaltrust.org.uk/visit/cheshire-greater-manchester/dunham-massey,Parks and open spaces,3
5062,Ringstead Bay,near Weymouth,Dorset,50.630861,-2.35342,"Unspoilt beach, farmland and cliffs on the Jurassic Coast World Heritage Site",https://www.nationaltrust.org.uk/visit/dorset/ringstead-bay,Coastline,5
900022,Castlefield Viaduct,Manchester,Greater Manchester,53.4751776,-2.2547594,"A Victorian-era steel viaduct transformed into a temporary green ‘sky garden’ in the heart of Manchester. Book a free morning guided visit or wander at your own pace, no booking needed, from 12.30pm everyday and all day Wednesdays and weekends.",https://www.nationaltrust.org.uk/visit/cheshire-greater-manchester/castlefield-viaduct,Castles,4
266,Powis Castle and Garden,Welshpool,Powys,52.6492,-3.15764,Medieval castle rising dramatically above the celebrated garden,https://www.nationaltrust.org.uk/visit/wales/powis-castle-and-garden,Castles,4
2361,Goddards,York,North Yorkshire,53.940102,-1.10261,A hidden garden on the edge of York,https://www.nationaltrust.org.uk/visit/yorkshire/goddards,Historic houses/mansions,3
22,Barrington Court,near Ilminster,Somerset,50.960499,-2.85778," An atmospheric fragment of old Somerset; the estate is the vision of Colonel Lyle and his architect James Edwin Forbes. Whilst Court and Strode House remain closed for repair, there are glorious garden rooms, avenues, and orchards to explore. Interactive installations in the farm buildings tell the stories of key characters and the development of the estate.",https://www.nationaltrust.org.uk/visit/somerset/barrington-court,Historic houses/mansions,3
167,Hardy Monument,Portesham,Dorset,50.686199,-2.54871,Monument to Vice-Admiral Hardy,https://www.nationaltrust.org.uk/visit/dorset/hardy-monument,Castles,4
335,"Treasurer's House, York",York,North Yorkshire,53.962764,-1.080973,Step inside this house of contradictions in the centre of York,https://www.nationaltrust.org.uk/visit/yorkshire/treasurers-house-york,Historic houses/mansions,3
5015,Eggardon Hill,Bridport,Dorset,50.748316,-2.644877,Iron Age hill fort and downland with views across the Marshwood Vale to the coast,https://www.nationaltrust.org.uk/visit/dorset/eggardon-hill,Forests/Woodlands,5
124,Erddig,,Wrexham,53.027302,-3.00296,"Explore a much-loved home, garden and estate filled with the stories of a family and their servants | Archwiliwch gartref, gardd ac ystâd sy'n llawn straeon am deulu a'u gweision",https://www.nationaltrust.org.uk/visit/wales/erddig,Historic houses/mansions,3
76,Chirk Castle,Chirk,Wrexham,52.935902,-3.08353,Magnificent medieval fortress of the Welsh Marches | Castell canoloesol odidog Y Mers,https://www.nationaltrust.org.uk/visit/wales/chirk-castle,Castles,4
5289,Lewesdon Hill,Beaminster,Dorset,50.807833,-2.799555,"The highest point in Dorset with views between the trees over Devon, Somerset and out to sea",https://www.nationaltrust.org.uk/visit/dorset/lewesdon-hill,Historic houses/mansions,3
5284,Dyffryn Gardens,St Nicholas,Vale of Glamorgan,51.4439,-3.3029,"An Edwardian garden in restoration with an ever-changing seasonal landscape | Gardd Edwardaidd sy’n cael ei hadfer, gyda thirwedd dymhorol sy’n newid yn barhaus",https://www.nationaltrust.org.uk/visit/wales/dyffryn-gardens,Castles,4
5098,Lanlay,Peterston-super-Ely,Vale of Glamorgan,51.47518,-3.32754,A landscape untouched by a generation of progress,https://www.nationaltrust.org.uk/visit/wales/lanlay-meadows,Historic houses/mansions,3
5290,Pilsdon Pen,Beaminster,Dorset,50.8,-2.833333,"One of Dorset's prominent landmarks, dominated by an Iron Age hill fort",https://www.nationaltrust.org.uk/visit/dorset/pilsdon-pen,Industrial buildings,3
91,Coleridge Cottage,Bridgwater,Somerset,51.151657,-3.157475,Home of Romantic poet Samuel Taylor Coleridge,https://www.nationaltrust.org.uk/visit/somerset/coleridge-cottage,Castles,4
165,Hardcastle Crags,Hebden Bridge,West Yorkshire,53.758548,-2.01806,A spectacular wooded valley with 19th-century Gibson Mill at its heart,https://www.nationaltrust.org.uk/visit/yorkshire/hardcastle-crags,Mills,3
137,Fyne Court,Bridgwater,Somerset,51.082907,-3.112139,Discover a wild garden and explore woodland and meadows,https://www.nationaltrust.org.uk/visit/somerset/fyne-court,Forests/Woodlands,5
5444,Hive Beach,Burton Bradstock,Dorset,50.696606,-2.722042,Spectacular coastline with cliffs and miles of unspoilt beaches on the Jurassic Coast World Heritage Site,https://www.nationaltrust.org.uk/visit/dorset/hive-beach,Coastline,5
5067,Brecon Beacons,Libanus,Powys,51.869149,-3.473123,Explore the diverse landscape of the Brecon Beacons | Archwilio tirwedd amrywiol Bannau Brycheiniog,https://www.nationaltrust.org.uk/visit/wales/bannau-brycheiniog-brecon-beacons,Historic houses/mansions,3
29,Beningbrough,York,North Yorkshire,54.022099,-1.21315,"Art exhibitions, history, and evolving gardens in the Yorkshire countryside  ",https://www.nationaltrust.org.uk/visit/yorkshire/beningbrough,Historic houses/mansions,3
5103,Lambert's and Coney's Castle,Bridport,Dorset,50.78438,-2.902129,Walk in the footsteps of previous generations along these ancient hillforts,https://www.nationaltrust.org.uk/visit/dorset/lamberts-and-coneys-castle,Moors/Hills,4
120,East Riddlesden Hall,Keighley,West Yorkshire,53.873199,-1.87589,"Historic house and intimate gardens, a hidden oasis on the edge of a West Yorkshire town",https://www.nationaltrust.org.uk/visit/yorkshire/east-riddlesden-hall,Historic houses/mansions,3
5090,Golden Cap,Bridport,Dorset,50.73693,-2.874292,Stunning coastline overlooking the Jurassic Coast World Heritage Site,https://www.nationaltrust.org.uk/visit/dorset/golden-cap,Coastline,5
306,Speke Hall,Speke,Liverpool,53.336498,-2.87353,A green oasis on the edge of Liverpool with a rare Tudor house at its heart,https://www.nationaltrust.org.uk/visit/liverpool-lancashire/speke-hall,Historic houses/mansions,3
2504,The Beatles' Childhood Homes,Woolton and Allerton,Liverpool,53.376751,-2.880458,A combined tour of Mendips and 20 Forthlin Road in Liverpool,https://www.nationaltrust.org.uk/visit/liverpool-lancashire/the-beatles-childhood-homes,Historic houses/mansions,3
211,Loughwood Meeting House,Axminster,Devon,50.788428,-3.061108,Atmospheric 17th-century thatched Baptist meeting house,https://www.nationaltrust.org.uk/visit/devon/loughwood-meeting-house,Cottages,2
5051,Abergwesyn Common,,Powys,52.160639,-3.676753,A wild and ancient landscape with far-reaching views,https://www.nationaltrust.org.uk/visit/wales/abergwesyn-common,Historic houses/mansions,3
298,Shute Barton,near Axminster,Devon,50.7714,-3.05677,Medieval house with later architectural features,https://www.nationaltrust.org.uk/visit/devon/shute-barton,Historic houses/mansions,3
6205,Wellington Monument,,Somerset,50.948397,-3.229276,"A striking landmark recently restored, on the edge of the Blackdown Hills. Tours of the monument will resume in April - click on the button below to book. The countryside is open all year.",https://www.nationaltrust.org.uk/visit/somerset/wellington-monument,Moors/Hills,4
138,Gawthorpe Hall,near Burnley,Lancashire,53.803799,-2.29093,An Elizabethan gem in the heart of industrial Lancashire ,https://www.nationaltrust.org.uk/visit/liverpool-lancashire/gawthorpe-hall,Historic houses/mansions,3
242,Nunnington Hall,near York,North Yorkshire,54.204601,-0.97233,Picturesque Yorkshire manor house with organic garden and exciting exhibitions,https://www.nationaltrust.org.uk/visit/yorkshire/nunnington-hall,Historic houses/mansions,3
2505,The Hardmans' House,Liverpool,Merseyside,53.399843,-2.9737277,"A 1950s time capsule of Liverpool life and creativity, the home and photographic studio of the Edward Chambré and Margaret Hardman ",https://www.nationaltrust.org.uk/visit/liverpool-lancashire/the-hardmans-house,Historic houses/mansions,3
